ID,RT
1,7.984664290210172
2,10.271500773546299
3,4.165291593776763
4,15.900499128728029
5,9.866065733413857
6,6.741544458912575
7,3.5971632491355985
8,6.357415180876138
9,3.957385743436391
10,2.8243949197904774
11,5.083887295390711
12,6.64739703716318
13,1.458059404495969
14,3.326917205612891
15,10.090073739099477
16,2.691011664273254
17,6.262110716005311
18,10.952100479999961
19,13.12868369755252
20,10.092628809078846
21,3.928836958278375
22,5.271814262976715
23,3.6358839277656707
24,5.776371100836837
25,15.481615094246331
26,9.536467772778392
27,9.424078261591776
28,6.477892277116232
29,11.038718868509045
30,5.179514697540052
31,8.339525430868784
32,10.048934285273422
33,11.33154616313219
34,3.2480965912726285
35,8.0742962755684
36,4.226115860450058
37,7.0896858074079905
38,13.104906436064788
39,8.438387537194032
40,10.681411665157734
41,8.309879016236001
42,3.3226320831562663
43,10.467428840216959
44,6.542048599911339
45,5.60129092982065
46,4.651045833005767
47,5.404435465077623
48,1.8871761960582814
49,2.826047168551598
50,8.77654056196766
51,11.56065571735793
52,5.5811523164923695
53,3.4605007040414604
54,4.478967316315471
55,17.852994771928444
56,9.142984003513833
57,8.992535550262275
58,8.247253601840292
59,2.6797784257782022
60,11.908900955059574
61,11.380906449988208
62,3.1218164101138024
63,5.574516685961788
64,9.330126243636563
65,14.233978838487909
66,9.018532399636738
67,12.417024328126136
68,11.371371144486055
69,3.3859213287255887
70,8.042147066379414
71,2.281485388229036
72,3.4956398083348983
73,7.387930755839399
74,7.095247499461033
75,-0.25725555964245794
76,9.187168252336571
77,12.327801340544061
78,7.8104239214669295
79,10.3180105266178
80,11.306688510302804
81,3.1204039208057512
82,8.870452660683139
83,6.53326793059886
84,10.058717613479676
85,3.7412896995942355
86,4.545748524923884
87,4.851428080386961
88,3.674622866532134
89,4.953514161167453
90,4.873830372294295
91,7.010412378627205
92,10.678161487239565
93,6.096580878792691
94,3.794399229684597
95,4.310891837171064
96,4.709736204880489
97,-1.3760777647319236
98,9.628126198864425
99,6.596645531765302
100,13.7184114958516
101,4.627501300176967
102,11.391340853214194
103,9.519281360253714
104,4.480342784786025
105,7.991823429846296
106,6.088608801061868
107,9.202001019895881
108,9.467900281856164
109,5.431319335042009
110,5.624647430388759
111,5.304457737547039
112,8.410383722108937
113,4.355938061388276
114,4.485087445220513
115,7.088418894355396
116,8.777687315974168
117,11.547676991310512
118,7.45587015434114
119,9.090349479821217
120,8.539939555655927
121,7.94659702554168
122,0.5144115085405285
123,7.454968940750929
124,4.066834430696863
125,13.720376484637182
126,5.743358586205774
127,2.5557852048481293
128,17.06760528268638
129,6.998128444799621
130,11.174934149267939
131,6.218159634760012
132,9.397152098577617
133,5.208697062830579
134,3.45388193508658
135,2.749636306996898
136,7.786790989226246
137,10.363495255351397
138,10.32802503827333
139,8.856851850647047
140,11.672486286935326
141,0.7625840762463227
142,11.32975194709305
143,5.90249090706743
144,6.049874616624128
145,7.103251078818676
146,8.458118339249653
147,5.716745661257924
148,7.412222325182702
149,15.216580585077816
150,4.714065667153971
151,4.374383739269829
152,2.9067890465779107
153,3.0630059402010352
154,11.412312920821712
155,-0.40246427946973506
156,6.143596306378035
157,9.465271522772742
158,5.0004386395029154
159,5.654965338494744
160,8.119462122388356
161,10.577743209089041
162,3.8416615181907616
163,8.25531914546859
164,16.816649449709757
165,1.9363025975359052
166,16.10842114014546
167,3.071692999976378
168,7.557917288208421
169,3.723379210770809
170,4.113671983445882
171,4.592201496204714
172,8.412336413706623
173,7.214711098747704
174,5.061883937783829
175,8.659615870098051
176,5.3387274575947865
177,10.592101143674347
178,7.855399784308564
179,10.185671248459064
180,4.747286114809702
181,8.647311089334467
182,2.497998127402697
183,10.462495393296065
184,2.5412733275826573
185,3.2421654153773023
186,6.344037951853512
187,4.255066416884818
188,7.141717790166002
189,4.108372641274361
190,8.758252396693596
191,10.378432537450573
192,5.868061336257453
193,9.83799632752823
194,6.368432374887567
195,2.5322695347347093
196,16.096863172798876
197,11.21468901446052
198,4.0678510508704635
199,4.221620456131386
200,4.673616632573674
201,5.822895826354684
202,14.973632263048357
203,6.039110356889033
204,6.507509868629812
205,8.043346653563756
206,6.755241565459445
207,3.0906882751974276
208,7.192476839858626
209,9.161412955423224
210,5.757066220718839
211,3.3402026970566796
212,5.238499960131513
213,17.36472719641703
214,15.745025538208916
215,2.4927555545918825
216,5.515668227074785
217,10.579458321744015
218,5.41142741548004
219,14.459604719540069
220,2.7050495063303233
221,7.673512787083029
222,11.787091310406623
223,17.692855212309947
224,5.765900112876325
225,6.460010005686224
226,3.482197309867422
227,4.819161836929616
228,11.719610741207715
229,6.684115317840808
230,6.355618509943953
231,3.852817538716891
232,10.746891501092772
233,3.6782297090670406
234,10.503184842968386
235,3.4438155577938385
236,3.427319030275007
237,5.0159045805421005
238,10.845338717114844
239,6.019037693575134
240,6.640049249461796
241,10.518579873956384
242,3.2931918815193404
243,3.6806708053284813
244,15.766338168571663
245,9.584483041103864
246,10.262731853034389
247,10.709552160432919
248,4.041846401976098
249,2.809125950100885
250,9.151822320835786
251,6.8143222741061695
252,3.4344488635092887
253,2.191196381710101
254,15.945764827692077
255,4.898906619477589
256,4.094410304960833
257,4.8034689355478575
258,4.883410804257569
259,6.245425709919805
260,2.443722639668903
