ID,RT
1,8.171372000000023
2,10.705612000000004
3,5.942473999999992
4,19.39120000000001
5,9.511380000000061
6,6.7329408599999825
7,1.7248199999999931
8,6.173431999999988
9,3.2996919999999985
10,4.129640000000004
11,5.047499999999986
12,7.011263999999996
13,2.8339779999999988
14,3.790190000000014
15,9.931077999999989
16,4.456764000000006
17,6.842663333333347
18,9.950120000000016
19,10.002851999999994
20,11.173379999999977
21,4.60915999999999
22,5.544732333333329
23,3.910905999999995
24,6.125790000000002
25,16.769636000000045
26,9.98524200000002
27,13.24827999999999
28,6.5146119999999925
29,11.104100000000011
30,3.726163999999998
31,6.499026000000001
32,7.2689999999999895
33,10.292776000000009
34,3.0844580000000033
35,6.797640000000015
36,5.304910000000005
37,5.832568999999999
38,11.284960000000043
39,6.496598000000009
40,10.62206599999995
41,9.010184999999998
42,3.3211260000000107
43,12.314559999999982
44,4.108799999999995
45,6.666817333333306
46,4.546314
47,5.316316000000021
48,3.283240000000004
49,3.632216000000007
50,10.482076000000001
51,11.455635999999998
52,4.110881999999977
53,4.693058333333328
54,4.9647660000000124
55,18.414759999999994
56,9.050741999999978
57,10.178342000000033
58,8.612353999999987
59,2.8775880000000025
60,10.345405999999969
61,11.516
62,3.816500000000005
63,6.391639999999978
64,9.814745999999982
65,13.751320000000018
66,14.157080000000034
67,11.467327999999968
68,11.039869999999969
69,3.8113500000000156
70,7.688708000000026
71,3.828561999999996
72,3.4933500000000026
73,10.314724000000002
74,6.95414799999997
75,2.9716439999999893
76,8.724825999999975
77,12.64111999999998
78,7.028906666666673
79,10.247226000000037
80,10.841593999999995
81,4.356560000000017
82,9.477452000000008
83,5.836001999999986
84,9.004559999999996
85,4.742233999999983
86,5.707115999999992
87,6.281297999999989
88,4.414572000000006
89,4.7589280000000205
90,4.431739999999997
91,5.39023799999998
92,10.294474000000008
93,6.269907999999964
94,4.430197999999998
95,4.169659999999978
96,5.178508000000005
97,1.5538499999999964
98,10.551933999999987
99,8.068041999999956
100,13.917120000000041
101,4.9463199999999965
102,13.773403999999903
103,7.235500000000023
104,5.256435999999999
105,7.313620000000046
106,6.092304000000023
107,7.52022799999997
108,10.951518000000013
109,5.523522000000004
110,3.6481500000000175
111,5.488655999999998
112,8.802976000000024
113,5.139547666666661
114,3.4569899999999882
115,7.122844000000026
116,8.159081999999955
117,11.22959200000005
118,8.958594000000026
119,5.853680000000003
120,8.923927999999965
121,5.249922000000016
122,1.7354880000000021
123,6.031221333333328
124,4.676551999999999
125,12.209160000000006
126,5.93696866666668
127,3.2923240000000087
128,19.607260000000018
129,6.869706000000016
130,12.776220000000006
131,6.455830000000014
132,8.13519200000003
133,5.613588000000018
134,3.510539999999994
135,3.624874000000002
136,7.670264000000036
137,10.584835999999967
138,10.13975000000002
139,6.514839999999997
140,11.44580000000003
141,1.7782980000000008
142,10.36369199999999
143,5.303859999999996
144,5.204444000000008
145,6.6767860000000185
146,9.02350399999998
147,5.966452000000009
148,7.0264899999999955
149,16.858644000000048
150,4.032615999999972
151,5.441949999999991
152,2.128519999999997
153,3.398788000000006
154,11.825873999999997
155,2.0644059999999977
156,5.306913999999981
157,9.072600000000001
158,3.334224000000005
159,5.196351999999984
160,6.186680666666662
161,10.110755999999993
162,3.5763119999999957
163,7.374803999999997
164,16.121539999999975
165,2.660429999999989
166,16.73235999999997
167,3.633573999999995
168,7.823975999999991
169,3.5308859999999944
170,4.168552000000004
171,5.297764000000007
172,8.267299999999953
173,5.142598000000006
174,6.280179999999991
175,13.645599999999995
176,6.322264049999966
177,10.384352000000014
178,7.477099999999977
179,9.350211000000023
180,4.7528380000000245
181,7.842343999999976
182,4.241585999999979
183,9.995808000000038
184,3.655078000000002
185,3.4071599999999975
186,7.31620000000002
187,4.018971999999982
188,6.753164000000001
189,4.5072
190,6.955963999999993
191,10.311224000000038
192,4.964691999999997
193,9.108048000000068
194,6.158725999999996
195,3.9698580000000048
196,19.068339999999907
197,11.081812000000026
198,3.0387839999999984
199,3.5368260000000067
200,4.306730000000012
201,5.855538000000012
202,16.48203999999997
203,5.034857999999998
204,6.484346000000025
205,9.769128000000025
206,7.558908000000004
207,3.4866179999999827
208,6.845060000000043
209,9.329806000000001
210,5.443495999999999
211,5.105914666666662
212,5.395344000000009
213,19.308260000000015
214,16.482380000000028
215,3.6196740000000007
216,5.642013999999998
217,9.335948999999994
218,4.764263999999993
219,15.866900000000003
220,3.51509
221,8.080559999999943
222,11.413640000000015
223,19.901459999999982
224,5.490166
225,7.060776000000019
226,4.045520000000011
227,4.0206399999999896
228,12.248200000000006
229,4.973119999999996
230,5.6215639999999985
231,3.8190559999999865
232,10.373512000000007
233,4.107737999999999
234,10.533897999999986
235,3.472674000000007
236,4.217664000000005
237,4.896564000000005
238,10.76672399999996
239,6.28898999999997
240,6.431582000000023
241,10.043170000000021
242,3.629573999999991
243,3.139495999999982
244,16.81569999999994
245,9.938475999999982
246,10.068097999999996
247,10.579767999999978
248,4.360458000000006
249,4.236919999999996
