ID,RT
1,8.950768
2,10.240695
3,4.5944867
4,18.968378
5,10.027754
6,6.269153
7,2.752126
8,6.3491135
9,3.888709
10,4.1879764
11,5.05513
12,6.2801456
13,1.9840422
14,4.1138883
15,11.220077
16,4.1794143
17,6.7314177
18,9.905566
19,12.419891
20,11.620288
21,4.5121183
22,5.5344954
23,3.9759858
24,5.326627
25,15.814381
26,9.416515
27,13.163163
28,6.5665545
29,11.659588
30,4.296735
31,7.733116
32,7.178147
33,10.705141
34,3.3625247
35,7.1870003
36,5.041023
37,6.48538
38,11.528929
39,6.465411
40,10.717989
41,8.611609
42,3.1867735
43,12.038559
44,6.7166634
45,6.6279516
46,5.300786
47,5.168012
48,2.962587
49,3.2484858
50,10.371522
51,11.97966
52,5.193937
53,4.3874364
54,4.368392
55,19.267155
56,9.380175
57,9.716671
58,8.564155
59,3.1100867
60,10.924449
61,12.263287
62,3.5653934
63,6.09569
64,10.040483
65,13.027126
66,11.907965
67,11.32996
68,11.400848
69,3.8841326
70,7.949585
71,2.8288207
72,3.1120405
73,9.242312
74,7.1650105
75,1.8479888
76,9.521856
77,12.141799
78,6.845843
79,11.152497
80,10.658748
81,4.481492
82,8.882242
83,6.2572894
84,7.853148
85,3.8406641
86,5.6067686
87,5.607157
88,4.1553464
89,5.131293
90,5.1655455
91,6.0917044
92,10.810023
93,5.5463753
94,4.18884
95,4.5454645
96,5.61986
97,0.4625664
98,10.404658
99,7.534457
100,14.517333
101,4.3037167
102,13.516861
103,7.750066
104,5.323075
105,7.733332
106,5.99218
107,7.7031083
108,10.16452
109,4.724071
110,4.015701
111,5.1654716
112,8.845563
113,4.7241845
114,3.547148
115,7.5191617
116,8.534478
117,12.006336
118,8.001724
119,5.7888303
120,9.035003
121,4.9031563
122,2.0217526
123,6.5112267
124,4.622708
125,13.021835
126,5.849609
127,3.1698492
128,19.291239
129,6.881337
130,12.355292
131,6.435006
132,8.735311
133,5.7759175
134,3.765566
135,3.3674192
136,7.608295
137,10.21527
138,9.594789
139,6.6352453
140,11.324625
141,2.0649173
142,10.423688
143,5.3064666
144,5.7325187
145,7.272888
146,8.474044
147,5.721774
148,7.0097365
149,15.625223
150,4.2705555
151,4.0294185
